otu,otu_occ,otu_rel,fill,Group,Group2
chick_phage_5527,0.507119387,0.000120102,Compartments,Chicken,Chicken-Compartments
chick_phage_5523,0.700985761,9.14E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5519,0.406352683,1.55E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5518,0.73932092,8.46E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5514,0.016429354,7.52E-06,no,Chicken,Chicken-no
chick_phage_5513,0.013143483,2.74E-08,no,Chicken,Chicken-no
chick_phage_5512,0.116100767,1.02E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5511,0.819277108,0.000454624,Compartments,Chicken,Chicken-Compartments
chick_phage_5508,0.093099671,8.94E-05,no,Chicken,Chicken-no
chick_phage_5505,0.831325301,0.000217292,Compartments,Chicken,Chicken-Compartments
chick_phage_5504,0.699890471,0.000216605,Compartments,Chicken,Chicken-Compartments
chick_phage_5503,0.316538883,1.16E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5501,0.139101862,1.19E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5500,0.497261774,0.00012492,Compartments,Chicken,Chicken-Compartments
chick_phage_5497,0.21686747,3.33E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6261,0.230010953,6.53E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5494,0.046002191,2.52E-07,no,Chicken,Chicken-no
chick_phage_5493,0.496166484,1.31E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5490,0.6966046,0.000163852,Compartments,Chicken,Chicken-Compartments
chick_phage_5488,0.875136911,0.000430895,Compartments,Chicken,Chicken-Compartments
chick_phage_6059,0.398685652,0.000120329,Compartments,Chicken,Chicken-Compartments
chick_phage_5486,0.874041621,0.000177571,Compartments,Chicken,Chicken-Compartments
chick_phage_5484,0.472070099,1.37E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5483,0.054764513,6.09E-06,no,Chicken,Chicken-no
chick_phage_6320,0.815991238,0.000832606,Compartments,Chicken,Chicken-Compartments
chick_phage_5481,0.6067908,0.000194317,Compartments,Chicken,Chicken-Compartments
chick_phage_5752,0.109529025,4.69E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5480,0.765607886,0.000132245,Compartments,Chicken,Chicken-Compartments
chick_phage_5479,0.035049288,2.47E-07,no,Chicken,Chicken-no
chick_phage_5478,0.742606791,9.41E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5477,0.881708653,0.000136724,Compartments,Chicken,Chicken-Compartments
chick_phage_5476,0.900328587,0.002122166,Core,Chicken,Chicken-Core
chick_phage_5475,0.049288061,7.58E-07,no,Chicken,Chicken-no
chick_phage_5473,0.837897043,8.13E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5746,0.343921139,0.000151053,Compartments,Chicken,Chicken-Compartments
chick_phage_5472,0.674698795,6.39E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5470,0.596933187,1.77E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5466,0.165388828,1.20E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5462,0.123767798,2.00E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6086,0.921139102,0.003587968,Core,Chicken,Chicken-Core
chick_phage_5458,0.927710843,0.000294056,Compartments,Chicken,Chicken-Compartments
chick_phage_5457,0.857612267,0.000102716,Compartments,Chicken,Chicken-Compartments
chick_phage_5455,0.067907996,3.41E-06,no,Chicken,Chicken-no
chick_phage_5997,0.688937568,0.000117256,Compartments,Chicken,Chicken-Compartments
chick_phage_5453,0.806133625,0.000147052,Compartments,Chicken,Chicken-Compartments
chick_phage_5452,0.755750274,7.72E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5450,0.785323111,0.000167873,Compartments,Chicken,Chicken-Compartments
chick_phage_5449,0.185104053,4.88E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5447,0.26177437,3.67E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5444,0.717415115,7.43E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5442,0.744797371,0.000333372,Compartments,Chicken,Chicken-Compartments
chick_phage_5440,0.369112815,5.39E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6289,0.106243154,2.35E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5439,0.65388828,3.11E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5437,0.169769989,0.000220735,Compartments,Chicken,Chicken-Compartments
chick_phage_5435,0.830230011,0.000110673,Compartments,Chicken,Chicken-Compartments
chick_phage_5434,0.465498357,1.72E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5433,0.220153341,4.13E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5431,0.69550931,3.45E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5430,0.543263965,0.000166509,Compartments,Chicken,Chicken-Compartments
chick_phage_5429,0.596933187,0.001118433,Compartments,Chicken,Chicken-Compartments
chick_phage_5427,0.150054765,1.33E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5425,0.680175246,3.68E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5424,0.117196057,1.26E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5423,0.790799562,8.25E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5422,0.886089814,0.000149271,Compartments,Chicken,Chicken-Compartments
chick_phage_5910,0.722891566,0.000196215,Compartments,Chicken,Chicken-Compartments
chick_phage_5421,0.492880613,2.47E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6214,0.78313253,0.000172822,Compartments,Chicken,Chicken-Compartments
chick_phage_5420,0.253012048,0.000565693,Compartments,Chicken,Chicken-Compartments
chick_phage_5419,0.381161008,2.04E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5414,0.095290252,3.98E-05,no,Chicken,Chicken-no
chick_phage_5408,0.062431544,2.41E-05,no,Chicken,Chicken-no
chick_phage_5407,0.156626506,9.30E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5405,0.13033954,1.19E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5404,0.076670318,0.000265342,no,Chicken,Chicken-no
chick_phage_5403,0.309967141,0.00017833,Compartments,Chicken,Chicken-Compartments
chick_phage_5399,0.786418401,8.49E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5397,0.887185104,0.000624883,Compartments,Chicken,Chicken-Compartments
chick_phage_5394,0.124863089,6.09E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5393,0.096385542,4.82E-06,no,Chicken,Chicken-no
chick_phage_5391,0.192771084,2.00E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5385,0.495071194,1.09E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5382,0.854326396,0.000237243,Compartments,Chicken,Chicken-Compartments
chick_phage_5380,0.595837897,5.23E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5377,0.151150055,3.02E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5374,0.258488499,5.73E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5368,0.117196057,1.27E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5366,0.227820372,7.23E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5365,0.051478642,1.20E-05,no,Chicken,Chicken-no
chick_phage_5363,0.769989047,0.000299814,Compartments,Chicken,Chicken-Compartments
chick_phage_5362,0.449069003,5.84E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5360,0.741511501,3.75E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5359,0.822562979,0.000266492,Compartments,Chicken,Chicken-Compartments
chick_phage_5358,0.301204819,1.31E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5355,0.056955093,0.000125344,no,Chicken,Chicken-no
chick_phage_5354,0.125958379,0.000115822,Compartments,Chicken,Chicken-Compartments
chick_phage_5353,0.622124863,5.47E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5345,0.741511501,9.37E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5344,0.572836802,3.57E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5342,0.798466594,0.000270504,Compartments,Chicken,Chicken-Compartments
chick_phage_5341,0.056955093,2.09E-07,no,Chicken,Chicken-no
chick_phage_5338,0.589266156,8.01E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5881,0.250821468,1.41E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5336,0.923329682,0.001337558,Core,Chicken,Chicken-Core
chick_phage_5333,0.612267251,4.23E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5332,0.457831325,1.09E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5330,0.440306681,2.72E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5328,0.112814896,2.51E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5327,0.915662651,0.000597291,Compartments,Chicken,Chicken-Compartments
chick_phage_5326,0.039430449,3.31E-06,no,Chicken,Chicken-no
chick_phage_5650,0.693318729,0.000421996,Compartments,Chicken,Chicken-Compartments
chick_phage_5324,0.323110624,2.11E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5321,0.099671413,5.16E-06,no,Chicken,Chicken-no
chick_phage_5319,0.664841183,9.00E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5318,0.037239869,4.61E-06,no,Chicken,Chicken-no
chick_phage_6219,0.360350493,0.000207482,Compartments,Chicken,Chicken-Compartments
chick_phage_5317,0.052573932,5.46E-06,no,Chicken,Chicken-no
chick_phage_5316,0.337349398,2.48E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5315,0.279299014,1.32E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5314,0.557502738,2.37E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5312,0.062431544,4.69E-05,no,Chicken,Chicken-no
chick_phage_5311,0.273822563,8.89E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5310,0.08652793,5.90E-05,no,Chicken,Chicken-no
chick_phage_5309,0.899233297,0.00559816,Compartments,Chicken,Chicken-Compartments
chick_phage_5305,0.051478642,4.25E-06,no,Chicken,Chicken-no
chick_phage_5304,0.049288061,7.75E-07,no,Chicken,Chicken-no
chick_phage_5301,0.145673604,7.66E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5300,0.110624315,3.72E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5299,0.033953998,2.46E-06,no,Chicken,Chicken-no
chick_phage_5298,0.107338445,0.000151915,Compartments,Chicken,Chicken-Compartments
chick_phage_5976,0.750273823,0.00013795,Compartments,Chicken,Chicken-Compartments
chick_phage_5297,0.115005476,4.56E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5296,0.052573932,1.38E-06,no,Chicken,Chicken-no
chick_phage_5295,0.003285871,1.75E-08,no,Chicken,Chicken-no
chick_phage_5294,0.08762322,2.81E-05,no,Chicken,Chicken-no
chick_phage_5292,0.020810515,1.66E-07,no,Chicken,Chicken-no
chick_phage_5286,0.025191676,2.42E-06,no,Chicken,Chicken-no
chick_phage_5285,0.055859803,2.74E-06,no,Chicken,Chicken-no
chick_phage_5284,0.053669222,1.14E-06,no,Chicken,Chicken-no
chick_phage_5279,0.036144578,1.48E-06,no,Chicken,Chicken-no
chick_phage_5276,0.052573932,2.19E-05,no,Chicken,Chicken-no
chick_phage_5274,0.077765608,3.12E-05,no,Chicken,Chicken-no
chick_phage_5273,0.015334064,7.57E-07,no,Chicken,Chicken-no
chick_phage_5773,0.637458927,6.42E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5272,0.226725082,1.79E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5271,0.141292442,7.71E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_6018,0.293537788,4.42E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5270,0.098576123,1.49E-05,no,Chicken,Chicken-no
chick_phage_5269,0.345016429,6.84E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5268,0.410733844,6.83E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5267,0.243154436,2.21E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5264,0.021905805,8.31E-07,no,Chicken,Chicken-no
chick_phage_5262,0.049288061,4.56E-07,no,Chicken,Chicken-no
chick_phage_5261,0.110624315,3.20E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5260,0.010952903,2.60E-07,no,Chicken,Chicken-no
chick_phage_5259,0.161007667,1.43E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5253,0.13033954,2.06E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5252,0.12924425,1.55E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5250,0.139101862,6.14E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5249,0.027382256,4.25E-07,no,Chicken,Chicken-no
chick_phage_5248,0.00109529,1.23E-07,no,Chicken,Chicken-no
chick_phage_5246,0.015334064,2.45E-06,no,Chicken,Chicken-no
chick_phage_5244,0.010952903,5.37E-08,no,Chicken,Chicken-no
chick_phage_5243,0.036144578,2.32E-07,no,Chicken,Chicken-no
chick_phage_5241,0.056955093,4.07E-06,no,Chicken,Chicken-no
chick_phage_5238,0.04381161,6.15E-06,no,Chicken,Chicken-no
chick_phage_5239,0.071193866,7.62E-07,no,Chicken,Chicken-no
chick_phage_5236,0.202628697,3.92E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5229,0.026286966,3.67E-07,no,Chicken,Chicken-no
chick_phage_5228,0.069003286,1.82E-05,no,Chicken,Chicken-no
chick_phage_5227,0.031763417,3.02E-07,no,Chicken,Chicken-no
chick_phage_5346,0.246440307,1.95E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5226,0.010952903,1.65E-07,no,Chicken,Chicken-no
chick_phage_5223,0.059145674,2.22E-05,no,Chicken,Chicken-no
chick_phage_6155,0.706462212,0.000114772,Compartments,Chicken,Chicken-Compartments
chick_phage_5222,0.156626506,1.92E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5220,0.39211391,1.12E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5218,0.08762322,7.09E-06,no,Chicken,Chicken-no
chick_phage_5215,0.164293538,4.70E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5213,0.147864184,2.54E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5209,0.420591457,8.27E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_6107,0.87075575,0.000366759,Compartments,Chicken,Chicken-Compartments
chick_phage_5208,0.207009858,2.58E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5207,0.064622125,2.13E-06,no,Chicken,Chicken-no
chick_phage_5206,0.13143483,4.85E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5202,0.04381161,9.85E-07,no,Chicken,Chicken-no
chick_phage_5199,0.08543264,7.27E-07,no,Chicken,Chicken-no
chick_phage_5198,0.038335159,3.67E-06,no,Chicken,Chicken-no
chick_phage_5196,0.032858708,1.59E-07,no,Chicken,Chicken-no
chick_phage_5195,0.110624315,9.62E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5192,0.936473165,0.003067367,Core,Chicken,Chicken-Core
chick_phage_5186,0.438116101,3.81E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5185,0.462212486,4.45E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6005,0.110624315,6.86E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5183,0.3483023,3.86E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5179,0.266155531,3.82E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5177,0.82803943,0.000198669,Compartments,Chicken,Chicken-Compartments
chick_phage_5176,0.334063527,8.60E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5174,0.451259584,0.000106235,Compartments,Chicken,Chicken-Compartments
chick_phage_5170,0.887185104,0.002108624,Compartments,Chicken,Chicken-Compartments
chick_phage_6189,0.441401972,0.0003662,Compartments,Chicken,Chicken-Compartments
chick_phage_5169,0.855421687,0.000266864,Compartments,Chicken,Chicken-Compartments
chick_phage_5168,0.684556407,2.47E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5165,0.730558598,4.84E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5164,0.139101862,3.49E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5162,0.097480832,3.08E-05,no,Chicken,Chicken-no
chick_phage_5161,0.184008762,4.12E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5160,0.591456736,4.13E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5159,0.52245345,8.28E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5158,0.277108434,1.54E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_6294,0.774370208,0.000174398,Compartments,Chicken,Chicken-Compartments
chick_phage_5157,0.270536692,0.000410913,Compartments,Chicken,Chicken-Compartments
chick_phage_5156,0.556407448,4.34E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5155,0.177437021,8.58E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5154,0.449069003,4.02E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5152,0.729463308,0.001002933,Compartments,Chicken,Chicken-Compartments
chick_phage_5151,0.890470975,0.001558861,Compartments,Chicken,Chicken-Compartments
chick_phage_5150,0.920043812,0.001597155,Core,Chicken,Chicken-Core
chick_phage_5149,0.805038335,0.000449592,Compartments,Chicken,Chicken-Compartments
chick_phage_5148,0.257393209,1.50E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5147,0.848849945,0.000133376,Compartments,Chicken,Chicken-Compartments
chick_phage_5146,0.6966046,4.41E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5145,0.542168675,1.89E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5143,0.455640745,4.40E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5139,0.139101862,3.19E-06,Compartments,Chicken,Chicken-Compartments
chick_phage_5136,0.43592552,1.26E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5132,0.744797371,0.000128846,Compartments,Chicken,Chicken-Compartments
chick_phage_5131,0.470974808,6.91E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5127,0.835706462,0.000373033,Compartments,Chicken,Chicken-Compartments
chick_phage_5126,0.500547645,2.03E-05,Compartments,Chicken,Chicken-Compartments
chick_phage_5121,0.404162103,9.92E-06,Compartments,Chicken,Chicken-Compartments
